Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68273,68273,41273,Goods Receipt – Logistics scenario 31,Passed,K. Ergün,11.09.2026,SAP EWM,Goods Receipt,REQ-1242,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68274,68274,41274,Inventory – Logistics scenario 32,Unexecuted,,,SAP EWM,Inventory,REQ-1242,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68275,68275,41275,Goods Issue – Logistics scenario 33,Unexecuted,,,SAP EWM,Goods Issue,REQ-1242,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68276,68276,41276,Inventory – Logistics scenario 34,Passed,K. Ergün,18.09.2026,SAP EWM,Inventory,REQ-1242,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68277,68277,41277,Goods Issue – Logistics scenario 35,Passed,M. Brinkmann,07.09.2026,SAP EWM,Goods Issue,REQ-1242,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68278,68278,41278,Goods Issue – Logistics scenario 36,Passed,A. Sylaj,07.09.2026,SAP EWM,Goods Issue,REQ-1243,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68279,68279,41279,Goods Receipt – Logistics scenario 37,Passed,L. Haas,17.09.2026,SAP EWM,Goods Receipt,REQ-1243,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68280,68280,41280,Inventory – Logistics scenario 38,Passed,M. Brinkmann,18.09.2026,SAP EWM,Inventory,REQ-1243,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68281,68281,41281,Goods Receipt – Logistics scenario 39,Failed,A. Sylaj,09.09.2026,SAP EWM,Goods Receipt,REQ-1243,Goods Receipt requirement,GCSAP-2103
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68282,68282,41282,Goods Receipt – Logistics scenario 40,Unexecuted,,,SAP EWM,Goods Receipt,REQ-1243,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68283,68283,41283,Goods Issue – Logistics scenario 41,Passed,R. Petrov,11.09.2026,SAP EWM,Goods Issue,REQ-1243,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68284,68284,41284,Goods Issue – Logistics scenario 42,Unexecuted,,,SAP EWM,Goods Issue,REQ-1243,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68285,68285,41285,Goods Receipt – Logistics scenario 43,Unexecuted,,,SAP EWM,Goods Receipt,REQ-1244,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68286,68286,41286,Inventory – Logistics scenario 44,Unexecuted,,,SAP EWM,Inventory,REQ-1244,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68287,68287,41287,Inventory – Logistics scenario 45,Unexecuted,,,SAP EWM,Inventory,REQ-1244,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68288,68288,41288,Goods Issue – Logistics scenario 46,Passed,M. Brinkmann,16.09.2026,SAP EWM,Goods Issue,REQ-1244,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68289,68289,41289,Goods Receipt – Logistics scenario 47,Unexecuted,,,SAP EWM,Goods Receipt,REQ-1244,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68290,68290,41290,Goods Receipt – Logistics scenario 48,Passed,M. Brinkmann,09.09.2026,SAP EWM,Goods Receipt,REQ-1244,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68291,68291,41291,Goods Receipt – Logistics scenario 49,Passed,S. Weber,07.09.2026,SAP EWM,Goods Receipt,REQ-1244,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68292,68292,41292,Inventory – Logistics scenario 50,Unexecuted,,,SAP EWM,Inventory,REQ-1245,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68293,68293,41293,Goods Receipt – Logistics scenario 51,Passed,K. Ergün,18.09.2026,SAP EWM,Goods Receipt,REQ-1245,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68294,68294,41294,Inventory – Logistics scenario 52,Unexecuted,,,SAP EWM,Inventory,REQ-1245,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68295,68295,41295,Goods Issue – Logistics scenario 53,Unexecuted,,,SAP EWM,Goods Issue,REQ-1245,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68296,68296,41296,Goods Receipt – Logistics scenario 54,Passed,K. Ergün,07.09.2026,SAP EWM,Goods Receipt,REQ-1245,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68297,68297,41297,Goods Issue – Logistics scenario 55,Unexecuted,,,SAP EWM,Goods Issue,REQ-1245,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68298,68298,41298,Goods Receipt – Logistics scenario 56,Passed,A. Sylaj,16.09.2026,SAP EWM,Goods Receipt,REQ-1245,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68299,68299,41299,Inventory – Logistics scenario 57,Unexecuted,,,SAP EWM,Inventory,REQ-1246,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68300,68300,41300,Goods Receipt – Logistics scenario 58,Passed,K. Ergün,10.09.2026,SAP EWM,Goods Receipt,REQ-1246,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68301,68301,41301,Order Entry – Sales scenario 01,Failed,A. Sylaj,11.09.2026,SAP SD,Order Entry,REQ-1247,Order Entry requirement,GCSAP-2112
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68302,68302,41302,Pricing – Sales scenario 02,Unexecuted,,,SAP SD,Pricing,REQ-1247,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68303,68303,41303,Billing – Sales scenario 03,Passed,L. Haas,17.09.2026,SAP SD,Billing,REQ-1247,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68304,68304,41304,Pricing – Sales scenario 04,Unexecuted,,,SAP SD,Pricing,REQ-1247,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68305,68305,41305,Order Entry – Sales scenario 05,Passed,L. Haas,09.09.2026,SAP SD,Order Entry,REQ-1247,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68306,68306,41306,Order Entry – Sales scenario 06,Unexecuted,,,SAP SD,Order Entry,REQ-1247,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68307,68307,41307,Order Entry – Sales scenario 07,Unexecuted,,,SAP SD,Order Entry,REQ-1247,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68308,68308,41308,Billing – Sales scenario 08,Unexecuted,,,SAP SD,Billing,REQ-1248,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68309,68309,41309,Order Entry – Sales scenario 09,Unexecuted,,,SAP SD,Order Entry,REQ-1248,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68310,68310,41310,Pricing – Sales scenario 10,Passed,R. Petrov,17.09.2026,SAP SD,Pricing,REQ-1248,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68311,68311,41311,Pricing – Sales scenario 11,Unexecuted,,,SAP SD,Pricing,REQ-1248,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68312,68312,41312,Billing – Sales scenario 12,Passed,S. Weber,10.09.2026,SAP SD,Billing,REQ-1248,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68313,68313,41313,Pricing – Sales scenario 13,Unexecuted,,,SAP SD,Pricing,REQ-1248,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68314,68314,41314,Pricing – Sales scenario 14,Unexecuted,,,SAP SD,Pricing,REQ-1248,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68315,68315,41315,Order Entry – Sales scenario 15,Passed,A. Sylaj,07.09.2026,SAP SD,Order Entry,REQ-1249,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68316,68316,41316,Order Entry – Sales scenario 16,Blocked,M. Brinkmann,14.09.2026,SAP SD,Order Entry,REQ-1249,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68317,68317,41317,Billing – Sales scenario 17,Passed,K. Ergün,07.09.2026,SAP SD,Billing,REQ-1249,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68318,68318,41318,Order Entry – Sales scenario 18,Unexecuted,,,SAP SD,Order Entry,REQ-1249,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68319,68319,41319,Order Entry – Sales scenario 19,Unexecuted,,,SAP SD,Order Entry,REQ-1249,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68320,68320,41320,Pricing – Sales scenario 20,Blocked,K. Ergün,17.09.2026,SAP SD,Pricing,REQ-1249,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68321,68321,41321,Order Entry – Sales scenario 21,Unexecuted,,,SAP SD,Order Entry,REQ-1249,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68322,68322,41322,Billing – Sales scenario 22,Unexecuted,,,SAP SD,Billing,REQ-1250,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68323,68323,41323,Order Entry – Sales scenario 23,Passed,A. Sylaj,07.09.2026,SAP SD,Order Entry,REQ-1250,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68324,68324,41324,Billing – Sales scenario 24,Passed,R. Petrov,11.09.2026,SAP SD,Billing,REQ-1250,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68325,68325,41325,Order Entry – Sales scenario 25,Passed,L. Haas,10.09.2026,SAP SD,Order Entry,REQ-1250,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68326,68326,41326,Pricing – Sales scenario 26,Passed,L. Haas,14.09.2026,SAP SD,Pricing,REQ-1250,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68327,68327,41327,Pricing – Sales scenario 27,Passed,S. Weber,14.09.2026,SAP SD,Pricing,REQ-1250,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68328,68328,41328,Billing – Sales scenario 28,Passed,R. Petrov,07.09.2026,SAP SD,Billing,REQ-1250,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68329,68329,41329,Order Entry – Sales scenario 29,Passed,R. Petrov,14.09.2026,SAP SD,Order Entry,REQ-1251,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68330,68330,41330,Billing – Sales scenario 30,Passed,S. Weber,08.09.2026,SAP SD,Billing,REQ-1251,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68331,68331,41331,Pricing – Sales scenario 31,Passed,L. Haas,10.09.2026,SAP SD,Pricing,REQ-1251,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68332,68332,41332,Order Entry – Sales scenario 32,Passed,K. Ergün,16.09.2026,SAP SD,Order Entry,REQ-1251,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68333,68333,41333,Order Entry – Sales scenario 33,Unexecuted,,,SAP SD,Order Entry,REQ-1251,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68334,68334,41334,Billing – Sales scenario 34,Failed,M. Brinkmann,11.09.2026,SAP SD,Billing,REQ-1251,Billing requirement,GCSAP-2110
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68335,68335,41335,Pricing – Sales scenario 35,Unexecuted,,,SAP SD,Pricing,REQ-1251,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68336,68336,41336,Billing – Sales scenario 36,Passed,R. Petrov,08.09.2026,SAP SD,Billing,REQ-1252,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68337,68337,41337,Billing – Sales scenario 37,Passed,L. Haas,14.09.2026,SAP SD,Billing,REQ-1252,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68338,68338,41338,Order Entry – Sales scenario 38,Passed,R. Petrov,08.09.2026,SAP SD,Order Entry,REQ-1252,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68339,68339,41339,Billing – Sales scenario 39,Passed,R. Petrov,11.09.2026,SAP SD,Billing,REQ-1252,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68340,68340,41340,Billing – Sales scenario 40,Passed,R. Petrov,10.09.2026,SAP SD,Billing,REQ-1252,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68341,68341,41341,Order Entry – Sales scenario 41,Passed,K. Ergün,18.09.2026,SAP SD,Order Entry,REQ-1252,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68342,68342,41342,Order Entry – Sales scenario 42,Passed,R. Petrov,09.09.2026,SAP SD,Order Entry,REQ-1252,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68343,68343,41343,Billing – Sales scenario 43,Passed,R. Petrov,16.09.2026,SAP SD,Billing,REQ-1253,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68344,68344,41344,Billing – Sales scenario 44,Unexecuted,,,SAP SD,Billing,REQ-1253,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68345,68345,41345,Billing – Sales scenario 45,Passed,S. Weber,10.09.2026,SAP SD,Billing,REQ-1253,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68346,68346,41346,Order Entry – Sales scenario 46,Passed,M. Brinkmann,18.09.2026,SAP SD,Order Entry,REQ-1253,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68347,68347,41347,Billing – Sales scenario 47,Passed,S. Weber,14.09.2026,SAP SD,Billing,REQ-1253,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68348,68348,41348,Billing – Sales scenario 48,Passed,L. Haas,10.09.2026,SAP SD,Billing,REQ-1253,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68349,68349,41349,Billing – Sales scenario 49,Unexecuted,,,SAP SD,Billing,REQ-1253,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68350,68350,41350,Order Entry – Sales scenario 50,Unexecuted,,,SAP SD,Order Entry,REQ-1254,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68351,68351,41351,Order Entry – Sales scenario 51,Passed,L. Haas,09.09.2026,SAP SD,Order Entry,REQ-1254,Order Entry requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68352,68352,41352,Billing – Sales scenario 52,Passed,K. Ergün,08.09.2026,SAP SD,Billing,REQ-1254,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68353,68353,41353,Order Entry – Sales scenario 53,Failed,A. Sylaj,16.09.2026,SAP SD,Order Entry,REQ-1254,Order Entry requirement,GCSAP-2101
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68354,68354,41354,Pricing – Sales scenario 54,Unexecuted,,,SAP SD,Pricing,REQ-1254,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68355,68355,41355,Pricing – Sales scenario 55,Unexecuted,,,SAP SD,Pricing,REQ-1254,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68356,68356,41356,Billing – Sales scenario 56,Unexecuted,,,SAP SD,Billing,REQ-1254,Billing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68357,68357,41357,Pricing – Sales scenario 57,Passed,K. Ergün,18.09.2026,SAP SD,Pricing,REQ-1255,Pricing requirement,
GC SAP Upgrade / QC1 / Sales / Team Sales,TR-68358,68358,41358,Pricing – Sales scenario 58,Passed,K. Ergün,15.09.2026,SAP SD,Pricing,REQ-1255,Pricing requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68359,68359,41359,Vendor – Master Data scenario 01,Passed,K. Ergün,10.09.2026,SAP MM,Vendor,REQ-1256,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68360,68360,41360,Vendor – Master Data scenario 02,Unexecuted,,,SAP MM,Vendor,REQ-1256,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68361,68361,41361,Vendor – Master Data scenario 03,Unexecuted,,,SAP MM,Vendor,REQ-1256,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68362,68362,41362,Customer – Master Data scenario 04,Unexecuted,,,SAP MM,Customer,REQ-1256,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68363,68363,41363,Vendor – Master Data scenario 05,Passed,K. Ergün,11.09.2026,SAP MM,Vendor,REQ-1256,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68364,68364,41364,Vendor – Master Data scenario 06,Passed,K. Ergün,15.09.2026,SAP MM,Vendor,REQ-1256,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68365,68365,41365,Vendor – Master Data scenario 07,Unexecuted,,,SAP MM,Vendor,REQ-1256,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68366,68366,41366,Material – Master Data scenario 08,Unexecuted,,,SAP MM,Material,REQ-1257,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68367,68367,41367,Material – Master Data scenario 09,Passed,S. Weber,15.09.2026,SAP MM,Material,REQ-1257,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68368,68368,41368,Vendor – Master Data scenario 10,Unexecuted,,,SAP MM,Vendor,REQ-1257,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68369,68369,41369,Customer – Master Data scenario 11,Unexecuted,,,SAP MM,Customer,REQ-1257,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68370,68370,41370,Material – Master Data scenario 12,Unexecuted,,,SAP MM,Material,REQ-1257,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68371,68371,41371,Material – Master Data scenario 13,Unexecuted,,,SAP MM,Material,REQ-1257,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68372,68372,41372,Customer – Master Data scenario 14,Passed,K. Ergün,09.09.2026,SAP MM,Customer,REQ-1257,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68373,68373,41373,Customer – Master Data scenario 15,Passed,R. Petrov,18.09.2026,SAP MM,Customer,REQ-1258,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68374,68374,41374,Vendor – Master Data scenario 16,Passed,K. Ergün,07.09.2026,SAP MM,Vendor,REQ-1258,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68375,68375,41375,Material – Master Data scenario 17,Passed,M. Brinkmann,16.09.2026,SAP MM,Material,REQ-1258,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68376,68376,41376,Vendor – Master Data scenario 18,Passed,K. Ergün,08.09.2026,SAP MM,Vendor,REQ-1258,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68377,68377,41377,Vendor – Master Data scenario 19,Passed,R. Petrov,11.09.2026,SAP MM,Vendor,REQ-1258,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68378,68378,41378,Material – Master Data scenario 20,Passed,K. Ergün,15.09.2026,SAP MM,Material,REQ-1258,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68379,68379,41379,Vendor – Master Data scenario 21,Unexecuted,,,SAP MM,Vendor,REQ-1258,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68380,68380,41380,Vendor – Master Data scenario 22,Passed,S. Weber,15.09.2026,SAP MM,Vendor,REQ-1259,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68381,68381,41381,Customer – Master Data scenario 23,Unexecuted,,,SAP MM,Customer,REQ-1259,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68382,68382,41382,Material – Master Data scenario 24,Passed,K. Ergün,08.09.2026,SAP MM,Material,REQ-1259,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68383,68383,41383,Customer – Master Data scenario 25,Passed,M. Brinkmann,10.09.2026,SAP MM,Customer,REQ-1259,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68384,68384,41384,Material – Master Data scenario 26,Unexecuted,,,SAP MM,Material,REQ-1259,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68385,68385,41385,Material – Master Data scenario 27,Passed,K. Ergün,17.09.2026,SAP MM,Material,REQ-1259,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68386,68386,41386,Customer – Master Data scenario 28,Unexecuted,,,SAP MM,Customer,REQ-1259,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68387,68387,41387,Material – Master Data scenario 29,Failed,R. Petrov,11.09.2026,SAP MM,Material,REQ-1260,Material requirement,GCSAP-2112
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68388,68388,41388,Vendor – Master Data scenario 30,Passed,R. Petrov,09.09.2026,SAP MM,Vendor,REQ-1260,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68389,68389,41389,Customer – Master Data scenario 31,Unexecuted,,,SAP MM,Customer,REQ-1260,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68390,68390,41390,Material – Master Data scenario 32,Passed,R. Petrov,14.09.2026,SAP MM,Material,REQ-1260,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68391,68391,41391,Material – Master Data scenario 33,Passed,M. Brinkmann,14.09.2026,SAP MM,Material,REQ-1260,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68392,68392,41392,Material – Master Data scenario 34,Unexecuted,,,SAP MM,Material,REQ-1260,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68393,68393,41393,Customer – Master Data scenario 35,Passed,M. Brinkmann,14.09.2026,SAP MM,Customer,REQ-1260,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68394,68394,41394,Vendor – Master Data scenario 36,Unexecuted,,,SAP MM,Vendor,REQ-1261,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68395,68395,41395,Vendor – Master Data scenario 37,Passed,A. Sylaj,10.09.2026,SAP MM,Vendor,REQ-1261,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68396,68396,41396,Vendor – Master Data scenario 38,Passed,M. Brinkmann,18.09.2026,SAP MM,Vendor,REQ-1261,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68397,68397,41397,Customer – Master Data scenario 39,Passed,M. Brinkmann,09.09.2026,SAP MM,Customer,REQ-1261,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68398,68398,41398,Material – Master Data scenario 40,Unexecuted,,,SAP MM,Material,REQ-1261,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68399,68399,41399,Customer – Master Data scenario 41,Passed,K. Ergün,08.09.2026,SAP MM,Customer,REQ-1261,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68400,68400,41400,Vendor – Master Data scenario 42,Unexecuted,,,SAP MM,Vendor,REQ-1261,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68401,68401,41401,Material – Master Data scenario 43,Passed,A. Sylaj,17.09.2026,SAP MM,Material,REQ-1262,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68402,68402,41402,Vendor – Master Data scenario 44,Unexecuted,,,SAP MM,Vendor,REQ-1262,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68403,68403,41403,Vendor – Master Data scenario 45,Unexecuted,,,SAP MM,Vendor,REQ-1262,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68404,68404,41404,Vendor – Master Data scenario 46,Passed,R. Petrov,09.09.2026,SAP MM,Vendor,REQ-1262,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68405,68405,41405,Material – Master Data scenario 47,Passed,K. Ergün,09.09.2026,SAP MM,Material,REQ-1262,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68406,68406,41406,Material – Master Data scenario 48,Passed,K. Ergün,18.09.2026,SAP MM,Material,REQ-1262,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68407,68407,41407,Customer – Master Data scenario 49,Passed,R. Petrov,18.09.2026,SAP MM,Customer,REQ-1262,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68408,68408,41408,Vendor – Master Data scenario 50,Passed,R. Petrov,15.09.2026,SAP MM,Vendor,REQ-1263,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68409,68409,41409,Vendor – Master Data scenario 51,Passed,A. Sylaj,07.09.2026,SAP MM,Vendor,REQ-1263,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68410,68410,41410,Vendor – Master Data scenario 52,Passed,A. Sylaj,14.09.2026,SAP MM,Vendor,REQ-1263,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68411,68411,41411,Vendor – Master Data scenario 53,Passed,A. Sylaj,09.09.2026,SAP MM,Vendor,REQ-1263,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68412,68412,41412,Customer – Master Data scenario 54,Unexecuted,,,SAP MM,Customer,REQ-1263,Customer requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68413,68413,41413,Vendor – Master Data scenario 55,Passed,L. Haas,14.09.2026,SAP MM,Vendor,REQ-1263,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68414,68414,41414,Material – Master Data scenario 56,Unexecuted,,,SAP MM,Material,REQ-1263,Material requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68415,68415,41415,Vendor – Master Data scenario 57,Unexecuted,,,SAP MM,Vendor,REQ-1264,Vendor requirement,
GC SAP Upgrade / QC1 / Master Data / Team Basis,TR-68416,68416,41416,Customer – Master Data scenario 58,Passed,S. Weber,11.09.2026,SAP MM,Customer,REQ-1264,Customer requirement,
GC SAP Upgrade / IR3 / Finance / Team Finance,TR-68417,68417,41417,General Ledger – Finance scenario 01,Unexecuted,,,SAP FI,General Ledger,REQ-1265,General Ledger requirement,
